country,region,district,ward,village
kamuntu,njiha,levano,ngiloku,mera
kamuntu,njiha,levano,ngiloku,mwiho
kamuntu,njiha,levano,ngiloku,mwimba
kamuntu,njiha,levano,ngiloku,timwa
kamuntu,njiha,levano,njewu,fidasha
kamuntu,njiha,levano,njewu,hendufi
kamuntu,njiha,levano,njewu,ndemi
kamuntu,njiha,levano,njewu,saka
kamuntu,njiha,levano,nujise,depo
kamuntu,njiha,levano,nujise,mwizashe
kamuntu,njiha,levano,nujise,zinyi
kamuntu,njiha,muje,jabiwa,katesa
kamuntu,njiha,muje,jabiwa,luche
kamuntu,njiha,muje,jabiwa,vavo
kamuntu,njiha,muje,mwembo,chara
kamuntu,njiha,muje,mwembo,renjo
kamuntu,njiha,muje,mwembo,sumwu
kamuntu,njiha,muje,numuta,dera
kamuntu,njiha,muje,numuta,nanyuse
kamuntu,njiha,muje,numuta,sechasu
kamuntu,njiha,muje,numuta,wuto
kamuntu,njiha,muje,vamwe,chapa
kamuntu,njiha,muje,vamwe,fona
kamuntu,njiha,muje,vamwe,kada
kamuntu,njiha,muje,vamwe,meya
kamuntu,njiha,muje,vamwe,yecha
kamuntu,njiha,ndundi,gakina,liyi
kamuntu,njiha,ndundi,gakina,njowandu
kamuntu,njiha,ndundi,gakina,shasha
kamuntu,njiha,ndundi,gakina,tenju
kamuntu,njiha,ndundi,levanga,damuwu
kamuntu,njiha,ndundi,levanga,hala
kamuntu,njiha,ndundi,levanga,ndamumi
kamuntu,njiha,ndundi,levanga,tide
kamuntu,njiha,ndundi,levanga,yamwu
kamuntu,njiha,ndundi,ngaze,bele
kamuntu,njiha,ndundi,ngaze,bipowi
kamuntu,njiha,ndundi,ngaze,mbava
kamuntu,njiha,ndundi,ngaze,shewa
kamuntu,njiha,ndundi,shikodi,hinya
kamuntu,njiha,ndundi,shikodi,njusha
kamuntu,njiha,ndundi,shikodi,nyakoko
kamuntu,njiha,vengu,chimwa,bomi
kamuntu,njiha,vengu,chimwa,diwe
kamuntu,njiha,vengu,chimwa,lame
kamuntu,njiha,vengu,chimwa,ndumbe
kamuntu,njiha,vengu,chimwa,sanda
kamuntu,njiha,vengu,saba,hale
kamuntu,njiha,vengu,saba,jimu
kamuntu,njiha,vengu,saba,mwazi
kamuntu,njiha,vengu,saba,shihe
kamuntu,njiha,vengu,tachu,bushi
kamuntu,njiha,vengu,tachu,kevaji
kamuntu,njiha,vengu,tachu,mananga
kamuntu,njiha,vengu,tachu,ndobi
kamuntu,njiha,vengu,vesha,chihi
kamuntu,njiha,vengu,vesha,genya
kamuntu,njiha,vengu,vesha,ngahimo
