level_value_id,level_id,level_value_mnemonic,parent_level_value_id
550e8400-e29b-41d4-a716-446655884207,550e8400-e29b-41d4-a716-446655444000,bere,550e8400-e29b-41d4-a716-446655883052
550e8400-e29b-41d4-a716-446655884208,550e8400-e29b-41d4-a716-446655444000,berio,550e8400-e29b-41d4-a716-446655883052
550e8400-e29b-41d4-a716-446655884209,550e8400-e29b-41d4-a716-446655444000,bertu,550e8400-e29b-41d4-a716-446655883053
550e8400-e29b-41d4-a716-446655884210,550e8400-e29b-41d4-a716-446655444000,beso,550e8400-e29b-41d4-a716-446655883053
550e8400-e29b-41d4-a716-446655884211,550e8400-e29b-41d4-a716-446655444000,bevu,550e8400-e29b-41d4-a716-446655883053
550e8400-e29b-41d4-a716-446655884212,550e8400-e29b-41d4-a716-446655444000,bibi,550e8400-e29b-41d4-a716-446655883053
550e8400-e29b-41d4-a716-446655884213,550e8400-e29b-41d4-a716-446655444000,bicha,550e8400-e29b-41d4-a716-446655883054
550e8400-e29b-41d4-a716-446655884214,550e8400-e29b-41d4-a716-446655444000,bichi,550e8400-e29b-41d4-a716-446655883054
550e8400-e29b-41d4-a716-446655884215,550e8400-e29b-41d4-a716-446655444000,bidi,550e8400-e29b-41d4-a716-446655883054
550e8400-e29b-41d4-a716-446655884216,550e8400-e29b-41d4-a716-446655444000,bieke,550e8400-e29b-41d4-a716-446655883054
550e8400-e29b-41d4-a716-446655884217,550e8400-e29b-41d4-a716-446655444000,bielu,550e8400-e29b-41d4-a716-446655883055
550e8400-e29b-41d4-a716-446655884218,550e8400-e29b-41d4-a716-446655444000,bievu,550e8400-e29b-41d4-a716-446655883055
550e8400-e29b-41d4-a716-446655884219,550e8400-e29b-41d4-a716-446655444000,bigeu,550e8400-e29b-41d4-a716-446655883055
550e8400-e29b-41d4-a716-446655884220,550e8400-e29b-41d4-a716-446655444000,bigi,550e8400-e29b-41d4-a716-446655883055
550e8400-e29b-41d4-a716-446655884221,550e8400-e29b-41d4-a716-446655444000,bigny,550e8400-e29b-41d4-a716-446655883056
550e8400-e29b-41d4-a716-446655884222,550e8400-e29b-41d4-a716-446655444000,bileh,550e8400-e29b-41d4-a716-446655883056
550e8400-e29b-41d4-a716-446655884223,550e8400-e29b-41d4-a716-446655444000,bilema,550e8400-e29b-41d4-a716-446655883056
550e8400-e29b-41d4-a716-446655884224,550e8400-e29b-41d4-a716-446655444000,bileya,550e8400-e29b-41d4-a716-446655883056
550e8400-e29b-41d4-a716-446655884225,550e8400-e29b-41d4-a716-446655444000,bileza,550e8400-e29b-41d4-a716-446655883057
550e8400-e29b-41d4-a716-446655884226,550e8400-e29b-41d4-a716-446655444000,bilicho,550e8400-e29b-41d4-a716-446655883057
550e8400-e29b-41d4-a716-446655884227,550e8400-e29b-41d4-a716-446655444000,biliha,550e8400-e29b-41d4-a716-446655883057
550e8400-e29b-41d4-a716-446655884228,550e8400-e29b-41d4-a716-446655444000,biliki,550e8400-e29b-41d4-a716-446655883057
550e8400-e29b-41d4-a716-446655884229,550e8400-e29b-41d4-a716-446655444000,bilili,550e8400-e29b-41d4-a716-446655883058
550e8400-e29b-41d4-a716-446655884230,550e8400-e29b-41d4-a716-446655444000,bililo,550e8400-e29b-41d4-a716-446655883058
550e8400-e29b-41d4-a716-446655884231,550e8400-e29b-41d4-a716-446655444000,bilina,550e8400-e29b-41d4-a716-446655883058
550e8400-e29b-41d4-a716-446655884232,550e8400-e29b-41d4-a716-446655444000,bilini,550e8400-e29b-41d4-a716-446655883058
550e8400-e29b-41d4-a716-446655884233,550e8400-e29b-41d4-a716-446655444000,bilino,550e8400-e29b-41d4-a716-446655883059
550e8400-e29b-41d4-a716-446655884234,550e8400-e29b-41d4-a716-446655444000,bilita,550e8400-e29b-41d4-a716-446655883059
550e8400-e29b-41d4-a716-446655884235,550e8400-e29b-41d4-a716-446655444000,bilivu,550e8400-e29b-41d4-a716-446655883059
550e8400-e29b-41d4-a716-446655884236,550e8400-e29b-41d4-a716-446655444000,biliwa,550e8400-e29b-41d4-a716-446655883059
550e8400-e29b-41d4-a716-446655884237,550e8400-e29b-41d4-a716-446655444000,bilixi,550e8400-e29b-41d4-a716-446655883060
550e8400-e29b-41d4-a716-446655884238,550e8400-e29b-41d4-a716-446655444000,biliyo,550e8400-e29b-41d4-a716-446655883060
550e8400-e29b-41d4-a716-446655884239,550e8400-e29b-41d4-a716-446655444000,biliza,550e8400-e29b-41d4-a716-446655883060
550e8400-e29b-41d4-a716-446655884240,550e8400-e29b-41d4-a716-446655444000,biliza,550e8400-e29b-41d4-a716-446655883060
550e8400-e29b-41d4-a716-446655884241,550e8400-e29b-41d4-a716-446655444000,bilizo,550e8400-e29b-41d4-a716-446655883061
550e8400-e29b-41d4-a716-446655884242,550e8400-e29b-41d4-a716-446655444000,bilkou,550e8400-e29b-41d4-a716-446655883061
550e8400-e29b-41d4-a716-446655884243,550e8400-e29b-41d4-a716-446655444000,bilkua,550e8400-e29b-41d4-a716-446655883061
550e8400-e29b-41d4-a716-446655884244,550e8400-e29b-41d4-a716-446655444000,billah,550e8400-e29b-41d4-a716-446655883061
550e8400-e29b-41d4-a716-446655884245,550e8400-e29b-41d4-a716-446655444000,billi,550e8400-e29b-41d4-a716-446655883062
550e8400-e29b-41d4-a716-446655884246,550e8400-e29b-41d4-a716-446655444000,billio,550e8400-e29b-41d4-a716-446655883062
550e8400-e29b-41d4-a716-446655884247,550e8400-e29b-41d4-a716-446655444000,billsi,550e8400-e29b-41d4-a716-446655883062
550e8400-e29b-41d4-a716-446655884248,550e8400-e29b-41d4-a716-446655444000,billyu,550e8400-e29b-41d4-a716-446655883062
550e8400-e29b-41d4-a716-446655884249,550e8400-e29b-41d4-a716-446655444000,bilosa,550e8400-e29b-41d4-a716-446655883063
550e8400-e29b-41d4-a716-446655884250,550e8400-e29b-41d4-a716-446655444000,bilosi,550e8400-e29b-41d4-a716-446655883063
550e8400-e29b-41d4-a716-446655884251,550e8400-e29b-41d4-a716-446655444000,bilota,550e8400-e29b-41d4-a716-446655883063
550e8400-e29b-41d4-a716-446655884252,550e8400-e29b-41d4-a716-446655444000,biloti,550e8400-e29b-41d4-a716-446655883063
550e8400-e29b-41d4-a716-446655884253,550e8400-e29b-41d4-a716-446655444000,biloto,550e8400-e29b-41d4-a716-446655883064
550e8400-e29b-41d4-a716-446655884254,550e8400-e29b-41d4-a716-446655444000,bilova,550e8400-e29b-41d4-a716-446655883064
550e8400-e29b-41d4-a716-446655884255,550e8400-e29b-41d4-a716-446655444000,bilovi,550e8400-e29b-41d4-a716-446655883064
550e8400-e29b-41d4-a716-446655884256,550e8400-e29b-41d4-a716-446655444000,bilovu,550e8400-e29b-41d4-a716-446655883064
